Topic,Sentiment,tweet,tidy_tweet
chris evans,0,"Never mind TFI Friday, I wish he  would bloody end his Chris Evans &amp; His Celebrity Chums Chat Show on Radio 2.",never mind tfi friday wish would bloody end chris evans amp his celebrity chums chat show radio
chris evans,0,Rumours that Chris Harris may join Chris Evans on Top Gear. They'll have to make extra wide doors for 2 such fantastically egotistical twats,rumours chris harris may join chris evans top gear they'll make extra wide door fantastically egotistical twat
chris evans,0,Saturday kitchen the moment Chris Evans ruins chef  Jason athertons wife's birthday treat live@TheLadBible  https://t.co/OJCcRMiXKt,saturday kitchen moment chris evans ruin chef jason athertons wife birthday treat live
chris evans,0,Seen a advert for today's Saturday kitchen ... Chris Evans looks like he's just come out of a ket gaff from Saturday ! The shuffling twat,seen advert today saturday kitchen chris evans look like he come ket gaff saturday the shuffling twat
chris evans,0,TFI Friday and Chris Evans need to fuck off back to the 90s,tfi friday chris evans need fuck back
chris evans,0,TFI Friday is just Chris Evans having a mid life crisis live on TV,tfi friday chris evans mid life crisis live
chris evans,0,TFI Friday was good in the 90s because it was new and Chris Evans was young.  Someone needs to tell him this is crap and dated.,tfi friday good new chris evans young someone need tell crap dated
chris evans,0,"The rejuvenation of TFI Friday, ergo giving Chris Evans the opportunity to appear on TV more, is very disheartening.",the rejuvenation tfi friday ergo giving chris evans opportunity appear disheartening
chris evans,0,"Watching TFI Friday, WTF has Chris Evans done, has he had surgery? Just doesn't look right, grow old gracefully fella!!",watching tfi friday wtf chris evans done surgery just look right grow old gracefully fella
chris evans,0,Watching TFI Friday/The Chris Evans Show:D Nothing like it used to be. Talk about painful to watch. Some things are best left in the past.,watching tfi friday the chris evans show nothing like used talk painful watch some thing best left past
chris evans,0,"Well done Chris Evans, I did not think it was possible to make TFI Friday any more shit than it used to be, but you have proved me wrong",well done chris evans not think possible make tfi friday shit used proved wrong
chris evans,0,What does Chris Evans have in common with Jeremy? The potential to be the most irritating man on ghe planet. https://t.co/8FtKmd07Kt,what chris evans common jeremy the potential irritating man ghe planet
chris evans,0,i may have forgotten all the parts in Ultron that didn't involve Chris Evans' ass. is there still a JARVIS in Tony's smart home/suit,may forgotten part ultron involve chris evans' as still jarvis tony smart home suit
chris evans,0,watched 2 minutes of TFI Friday last night. an utter embarrassment. was cringing so hard. chris evans - gie it up,watched minute tfi friday last night utter embarrassment cringing hard chris evans gie
chris evans,1,"Top Gear will return to the BBC on Sunday 8 May 2016, its new presenter Chris Evans has said https://t.co/r8eSOARLkv",top gear return bbc sunday may new presenter chris evans said
chris evans,1,a group of little kids acting out the first ever Black Friday is this going to be rdj &amp; chris evans acting it out,group little kid acting first ever black friday going rdj amp chris evans acting
chris evans,1,"#guardiannews Top Gear returns to BBC on 8 May: Its presenter, Chris Evans, said that the show is already bein... https://t.co/dVoUJS1MlO",guardiannews top gear return bbc may its presenter chris evans said show already bein
chris evans,1,#news TFI Friday 'will NOT return as Chris Evans only has time for Top Gear':   It's been claimed the show's r... https://t.co/roimhECk2Z,news tfi friday 'will not return chris evans time top gear' it claimed show
chris evans,1,"#topgear BBC's Top Gear, with Chris Evans, starts on 8 May 2016: New Top gear has con... https://t.co/IXX2L8M5ix - https://t.co/m0rZlhoaH5",topgear bbc top gear chris evans start may new top gear con
chris evans,1,"5 Takeaways From 'Civil War' Trailer: Robert Downey Jr. and Chris Evans stopped by ""Jimmy Kimmel Live! on Tuesday night to make a ""bi...",takeaways from 'civil war' trailer robert downey chris evans stopped jimmy kimmel live tuesday night make
chris evans,1,@AtlantaFilming if you have any more info as to the location I would deeply appreciate it sir Thank you kindly re: Chris Evans on mon,info location would deeply appreciate sir thank kindly chris evans mon
chris evans,1,"@CaptainLauren48 For your 21st, I got you a date with Chris Evans.  Sound good?  lol  :P",for got date chris evans sound good lol
chris evans,1,@GroovyGrouville @SarkHotel I heard her say so on a radio interview - think it was Chris Evans breakfast show - Friday a week or so back,heard say radio interview think chris evans breakfast show friday week back
chris evans,1,@HHyaykaty Like Chris Evans is so hot like dude you're hotter than the sun.,like chris evans hot like dude hotter sun
chris evans,1,"@JamesGunn Only my 3rd tweet ever &amp; it's to you. At 20:45 in GoTG, is that Chris Evans as Nova Security?",only tweet ever amp gotg chris evans nova security
chris evans,1,@LittleMix @HamezLyons @CambridgEcon101 touche! Back in my day TFI Friday and Chris Evans was relevant.....how times have changed,touche back day tfi friday chris evans relevant time changed
chris evans,1,@RichArrowsmith Chris &amp; Johnny from Coldplay were just on Chris Evans R2 show to play new single &amp; new album out 4th Dec + on TFI tonight,chris amp johnny coldplay chris evans show play new single amp new album dec tfi tonight
chris evans,1,@RideTheNetwork @rideox4    chris evans alternative radio show https://t.co/AmY5BgCrU7   12pm tomorrow give it  ago!!!! its so good!,chris evans alternative radio show tomorrow give ago good
chris evans,1,"@SuperBroMovies @AgeOfMyself the 1st one is ok, rise of the silver surfer was terrible, but Chris Evans was hilarious &amp; great in both.",one rise silver surfer terrible chris evans hilarious amp great
chris evans,1,@adilray hi Adil how r you saw you last Thursday on MUSIC Awards on BBC 1 and today heard you on The Breakfast SHOW Chris Evans,adil saw last thursday music awards bbc today heard the breakfast show chris evans
chris evans,1,@guardian Chris Evans has been successful in everything he's down &amp; great viewing figures but young generation may not forgive Clarkson axe?,chris evans successful everything he amp great viewing figure young generation may not forgive clarkson axe
chris evans,1,@michelle978806 dude I've already basically accepted that I won't be able to afford meeting Chris Evans. I may just spring for Hayley.,dude i've already basically accepted able afford meeting chris evans may spring hayley
chris evans,1,@staceyyy_ James Bay is on Radio 2 with Chris Evans either this Friday or next (I think next),james bay radio chris evans either friday next think next
chris evans,1,@twitter @Support @safety you do realize Chris Evans' account has been hacked right?? or y'all sleeping off a friday night hangover or sth,realize chris evans' account hacked right y'all sleeping friday night hangover sth
chris evans,1,@y2stump Not definite. Just that Chris Evans and Downey open to the idea of 4th one.,not definite just chris evans downey open idea one
chris evans,1,@yearsandyearsUS last hour of the Chris Evans show BBC R2 from 8am Tuesday if you haven't got it indexed.Not so sure about international lnk,last hour chris evans show bbc tuesday got indexed not sure international lnk
chris evans,1,Anyone else thinking Chris Evans is just doing this series of TFI Friday before giving it to Nick Grimshaw?! #scarythought,anyone else thinking chris evans series tfi friday giving nick grimshaw scarythought
chris evans,1,As long as it's not Chris Evans standing in!!!! https://t.co/zrl6NL3uWT,long not chris evans standing
chris evans,1,"BBC's New&amp;nbsp;Top Gear&amp;nbsp;With Chris Evans Debuts May 8 -  https://t.co/WsLKNSBvEG Gear (yes, the BBC versio... https://t.co/nxm3poMbom",bbc new amp nbsp top gear amp nbsp with chris evans debuts may gear yes bbc versio
chris evans,1,Before We Go (Blu-ray) BRAND NEW just released 2015 Chris Evans:  $1.25 (2 Bids)End Date: Saturday Nov-14-2015... https://t.co/umj2Ld5oAW,before blu ray brand new released chris evans bids end date saturday nov
chris evans,1,Canna beat the ginger squirrel Chris Evans and TFI Friday,canna beat ginger squirrel chris evans tfi friday
chris evans,1,Chris Evans Genre Radio Show 07.11.2015 Gothic music and other genres share if you like #goth #alternativemusic https://t.co/yiIYhTbdvC,chris evans genre radio show gothic music genre share like goth alternativemusic
chris evans,1,Chris Evans as Captain America stands tall against the Age of Ultron! In theaters May 1. https://t.co/ajvhiLpvj3,chris evans captain america stand tall age ultron theater may
chris evans,1,Chris Evans is Neo-Edmonds.  Oh Chris please dazzle us with party tricks your production team googled on your reheated Friday shitfest,chris evans neo edmonds chris please dazzle party trick production team googled reheated friday shitfest
chris evans,1,Chris Evans is going to New Orleans wizard world in Jan &amp; I just found out today I'm so upset,chris evans going new orleans wizard world jan amp found today i'm upset
chris evans,1,Chris Evans is just absolutely gorgeous! What is your favourite Chris Evans Film? #Beforewegosa 27 November https://t.co/21GG8TK3r7,chris evans absolutely gorgeous what favourite chris evans film beforewegosa november
chris evans,1,Chris Evans is like the sun. He's warm and he glows.,chris evans like sun he warm glow
chris evans,1,Chris Evans just said excactly what I was thinking about Saturday Kitchen 'I don't care about this show anymore',chris evans said excactly thinking saturday kitchen care show anymore'
chris evans,1,Chris Evans looks SMOKING HOT on the cover of Elle Men Thailand June issue  https://t.co/aQY2vJ6Imq,chris evans look smoking hot cover elle men thailand june issue
chris evans,1,Chris Evans says goodbye to TFI Friday as he moves into Top Gear for new motoring show https://t.co/IcOkMD0PeL https://t.co/Uox99VoElk,chris evans say goodbye tfi friday move top gear new motoring show
chris evans,1,Chris Evans takes the steering wheel when Top Gear races back to BBC Two in May: https://t.co/RrIwkvvQkk https://t.co/4Yu6A0Y569,chris evans take steering wheel top gear race back bbc two may
chris evans,1,"Chris Evans's attention will be on Top Gear which returns in early May with him at the helm, alongside German racing driver Sabine",chris evans attention top gear return early may helm alongside german racing driver sabine
